filename,label,cloud_coverage,white_pixel_ratio,sun_luminance_mean,sun_luminance_max,hour,minute
cloudy/UTC-7_2019_09_08-12_42_44_132406.jpg,cloudy,0.7584683641975308,0.0729128086419753,239.515,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_42_54_133559.jpg,cloudy,0.7566628086419753,0.07169994212962963,243.28,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_43_04_134681.jpg,cloudy,0.7538396990740741,0.07030815972222222,244.205,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_43_14_135856.jpg,cloudy,0.7519000771604938,0.06999565972222223,240.545,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_43_24_148747.jpg,cloudy,0.7481944444444445,0.06947723765432098,241.2675,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_43_34_150110.jpg,cloudy,0.7445351080246914,0.06935763888888889,236.955,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_43_44_151209.jpg,cloudy,0.7415152391975308,0.06938512731481482,242.1975,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_43_54_168227.jpg,cloudy,0.7376943479938272,0.0698755787037037,238.2825,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_44_04_169447.jpg,cloudy,0.7359837962962963,0.07021170910493828,235.15,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_44_14_170596.jpg,cloudy,0.7349131944444445,0.07064525462962963,235.43,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_44_24_171785.jpg,cloudy,0.7313503086419753,0.07094618055555556,234.4275,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_44_34_172948.jpg,cloudy,0.7276200810185185,0.07203173225308641,234.09,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_44_44_174105.jpg,cloudy,0.7254210069444444,0.07317853009259259,230.1575,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_44_54_175246.jpg,cloudy,0.7231799768518519,0.07411603009259259,250.985,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_45_04_191147.jpg,cloudy,0.7101509452160494,0.07547791280864198,248.9375,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_45_14_192263.jpg,cloudy,0.690699749228395,0.0767674575617284,252.045,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_45_24_193349.jpg,cloudy,0.671045524691358,0.07810715663580246,197.1575,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_45_34_194435.jpg,cloudy,0.6668672839506172,0.07971981095679012,248.5525,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_45_44_195608.jpg,cloudy,0.6675139853395061,0.0811400462962963,250.45,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_45_54_196786.jpg,cloudy,0.6646614583333333,0.08262345679012345,247.605,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_46_04_197882.jpg,cloudy,0.6668528163580247,0.08423225308641975,249.155,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_46_14_199119.jpg,cloudy,0.6650178433641976,0.08581211419753086,251.235,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_46_24_200267.jpg,cloudy,0.6655044367283951,0.08733748070987654,251.4775,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_46_34_201349.jpg,cloudy,0.6659625771604938,0.08854407793209877,253.6225,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_46_44_206323.jpg,cloudy,0.6715099344135802,0.09001977237654321,250.33,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_46_54_207420.jpg,cloudy,0.6790311535493827,0.09095775462962963,249.4075,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_47_04_208524.jpg,cloudy,0.6854615162037037,0.09172743055555556,253.02,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_47_14_210073.jpg,cloudy,0.689360050154321,0.09253375771604938,249.6925,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_47_24_211244.jpg,cloudy,0.6906775655864198,0.09243489583333334,251.2575,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_47_34_230357.jpg,cloudy,0.706343074845679,0.0947704475308642,231.62,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_47_44_231556.jpg,cloudy,0.697079475308642,0.0943214699074074,217.55,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_47_54_232631.jpg,cloudy,0.6887379436728395,0.09388117283950617,244.8825,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_48_04_233702.jpg,cloudy,0.6882875192901234,0.09338445216049383,219.82,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_48_14_234859.jpg,cloudy,0.6940432098765432,0.09257426697530864,239.4575,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_48_24_235971.jpg,cloudy,0.7114988425925926,0.09211130401234568,239.6525,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_48_34_237058.jpg,cloudy,0.7240644290123457,0.09239149305555555,229.85,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_48_44_243155.jpg,cloudy,0.7338261959876543,0.09328703703703704,234.2325,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_48_54_244293.jpg,cloudy,0.738590374228395,0.09365354938271606,206.61,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_49_04_245409.jpg,cloudy,0.7395153356481482,0.09272376543209876,239.0625,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_49_14_246529.jpg,cloudy,0.7419970100308642,0.0917235725308642,239.3825,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_49_24_247587.jpg,cloudy,0.7467423804012345,0.09216049382716049,241.755,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_49_34_261240.jpg,cloudy,0.7493050733024691,0.09093123070987655,249.205,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_49_44_263677.jpg,cloudy,0.749227912808642,0.08837770061728395,242.9225,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_49_54_281155.jpg,cloudy,0.7425655864197531,0.08359423225308642,232.19,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_50_04_282379.jpg,cloudy,0.7553245563271604,0.08833381558641976,234.315,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_50_14_283513.jpg,cloudy,0.7580772569444445,0.08962287808641975,231.0875,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_50_24_284663.jpg,cloudy,0.7592091049382717,0.08916136188271605,233.095,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_50_34_286030.jpg,cloudy,0.7591724537037037,0.08870949074074073,239.62,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_50_44_287180.jpg,cloudy,0.7604730902777778,0.08766203703703704,242.3275,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_50_54_288321.jpg,cloudy,0.7607397762345679,0.08666473765432099,241.385,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_51_04_301162.jpg,cloudy,0.7617597415123457,0.08628038194444444,243.315,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_51_14_302289.jpg,cloudy,0.7623881172839506,0.08625144675925926,240.9925,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_51_24_303469.jpg,cloudy,0.7621947337962963,0.08430555555555555,241.7425,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_51_34_304571.jpg,cloudy,0.7617250192901235,0.08123890817901235,244.815,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_51_44_305675.jpg,cloudy,0.7610016396604938,0.0773119212962963,233.4775,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_51_54_306796.jpg,cloudy,0.7588155864197531,0.07105613425925926,232.79,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_52_04_307952.jpg,cloudy,0.755024112654321,0.06514515817901234,236.075,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_52_14_309072.jpg,cloudy,0.7542862654320988,0.06232349537037037,249.88,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_52_24_321133.jpg,cloudy,0.7532132523148148,0.06066984953703704,240.4625,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_52_34_322222.jpg,cloudy,0.7537543402777778,0.05978684413580247,247.6425,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_52_44_323341.jpg,cloudy,0.7538483796296296,0.0592872299382716,246.685,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_52_54_324475.jpg,cloudy,0.7578062307098765,0.06192418981481482,234.68,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_53_04_325582.jpg,cloudy,0.7592558834876543,0.06305121527777778,236.4525,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_53_14_341102.jpg,cloudy,0.7570809220679012,0.06031539351851852,235.305,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_53_24_342394.jpg,cloudy,0.7516690779320988,0.05794801311728395,233.7825,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_53_34_351228.jpg,cloudy,0.7473278356481482,0.05783420138888889,224.695,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_53_44_352308.jpg,cloudy,0.7548500192901234,0.06101755401234568,220.665,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_53_54_353470.jpg,cloudy,0.7608270640432099,0.06664978780864197,228.2575,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_54_04_354606.jpg,cloudy,0.757965374228395,0.06601948302469136,227.3975,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_54_14_368221.jpg,cloudy,0.7636829668209877,0.07277488425925926,246.1925,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_54_24_371498.jpg,cloudy,0.7643079668209877,0.07484664351851852,241.1375,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_54_34_372576.jpg,cloudy,0.7645461998456791,0.0759399112654321,241.4975,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_54_44_373675.jpg,cloudy,0.7634664351851852,0.07479938271604938,242.65,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_54_54_391103.jpg,cloudy,0.7646084104938271,0.07707561728395061,244.63,255.0,-1,-1
cloudy/UTC-7_2019_09_08-12_55_04_392184.jpg,cloudy,0.7645389660493828,0.07766396604938272,242.355,255.0,-1,-1
dark/UTC-7_2019_09_08-05_39_36_008433.jpg,dark,0.163999324845679,0.0,38.74,40.0,-1,-1
dark/UTC-7_2019_09_08-05_39_46_009511.jpg,dark,0.14344328703703704,0.0,39.84,41.0,-1,-1
dark/UTC-7_2019_09_08-05_39_56_010590.jpg,dark,0.1502416087962963,0.0,39.58,41.0,-1,-1
dark/UTC-7_2019_09_08-05_40_06_012085.jpg,dark,0.15569203317901234,0.0,40.76,43.0,-1,-1
dark/UTC-7_2019_09_08-05_40_16_013181.jpg,dark,0.15629195601851853,0.0,40.84,43.0,-1,-1
dark/UTC-7_2019_09_08-05_40_26_014257.jpg,dark,0.16928433641975307,0.0,41.785,43.0,-1,-1
dark/UTC-7_2019_09_08-05_40_36_015347.jpg,dark,0.17534770447530865,0.0,41.705,44.0,-1,-1
dark/UTC-7_2019_09_08-05_40_46_027320.jpg,dark,0.18090808256172838,0.0,43.32,44.0,-1,-1
dark/UTC-7_2019_09_08-05_40_56_028387.jpg,dark,0.1885768711419753,0.0,41.75,44.0,-1,-1
dark/UTC-7_2019_09_08-05_41_06_029508.jpg,dark,0.20431954089506174,0.0,44.111111111111114,46.0,-1,-1
dark/UTC-7_2019_09_08-05_41_16_030785.jpg,dark,0.20541907793209876,0.0,45.51,48.0,-1,-1
dark/UTC-7_2019_09_08-05_41_26_031845.jpg,dark,0.21573206018518518,0.0,45.67,48.0,-1,-1
dark/UTC-7_2019_09_08-05_41_36_033014.jpg,dark,0.22695216049382716,0.0,45.64,47.0,-1,-1
dark/UTC-7_2019_09_08-05_41_46_034122.jpg,dark,0.23678144290123457,0.0,47.1,49.0,-1,-1
dark/UTC-7_2019_09_08-05_41_56_036489.jpg,dark,0.24325858410493828,0.0,47.42,49.0,-1,-1
